serial,ack_flag_count,act_data_pkt_fwd,active_max,active_mean,active_min,active_std,average_packet_size,avg_bwd_segment_size,avg_fwd_segment_size,bwd_header_length,bwd_iat_max,bwd_iat_mean,bwd_iat_min,bwd_iat_std,bwd_iat_total,bwd_packet_length_max,bwd_packet_length_mean,bwd_packet_length_min,bwd_packet_length_std,bwd_packets_s,destination_port,down_up_ratio,fin_flag_count,flow_bytes_s,flow_duration,flow_iat_max,flow_iat_mean,flow_iat_min,flow_iat_std,flow_packets_s,fwd_header_length,fwd_header_length_1,fwd_iat_max,fwd_iat_mean,fwd_iat_min,fwd_iat_std,fwd_iat_total,fwd_packet_length_max,fwd_packet_length_mean,fwd_packet_length_min,fwd_packet_length_std,fwd_packets_s,fwd_psh_flags,idle_max,idle_mean,idle_min,idle_std,init_win_bytes_backward,init_win_bytes_forward,label,max_packet_length,min_packet_length,min_seg_size_forward,packet_length_mean,packet_length_std,packet_length_variance,psh_flag_count,subflow_bwd_bytes,subflow_bwd_packets,subflow_fwd_bytes,subflow_fwd_packets,syn_flag_count,total_backward_packets,total_fwd_packets,total_length_of_bwd_packets,total_length_of_fwd_packets,urg_flag_count,
1148,0.0,2.0,5323.0,5323.0,5323.0,0.0,51.85714286,0.0,90.75,104.0,110000000.0,54800000.0,5247.0,77500000.0,110000000.0,0.0,0.0,0.0,0.0,0.02737401,80.0,0.0,0.0,3.312255224,109593004,110000000.0,18300000.0,76.0,44700000.0,0.06387269,136.0,136.0,110000000.0,36500000.0,650.0,63300000.0,110000000.0,351.0,90.75,0.0,173.5921945,0.03649868,0.0,110000000.0,110000000.0,110000000.0,0.0,235.0,29200.0,DoS_Slowhttptest,351.0,0.0,32.0,45.375,123.5625203,15267.696430000002,1.0,0.0,3.0,363.0,4.0,0.0,3.0,4.0,0.0,363.0,0.0,
716,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14084.50704,80.0,1.0,0.0,0.0,71,71.0,71.0,71.0,0.0,28169.01408,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14084.50704,0.0,0.0,0.0,0.0,0.0,235.0,237.0,Web_Attack_Sql_Injection,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,
272,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,18518.51852,2045.0,1.0,0.0,111111.1111,54,54.0,54.0,54.0,0.0,37037.03704,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18518.51852,0.0,0.0,0.0,0.0,0.0,0.0,29200.0,PortScan,6.0,0.0,40.0,2.0,3.464101615,12.0,1.0,6.0,1.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,0.0,
1201,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,3,3.0,3.0,3.0,0.0,666666.6667,64.0,64.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,666666.6667,0.0,0.0,0.0,0.0,0.0,-1.0,251.0,DoS_Hulk,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,
1376,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,95324646,95300000.0,95300000.0,95300000.0,0.0,0.020980933,64.0,64.0,95300000.0,95300000.0,95300000.0,0.0,95300000.0,0.0,0.0,0.0,0.0,0.020980933,0.0,95300000.0,95300000.0,95300000.0,0.0,-1.0,284.0,DoS_GoldenEye,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,
1315,0.0,1.0,0.0,0.0,0.0,0.0,1086.5454550000004,2908.0,45.71428571,136.0,5003414.0,1668301.0,241.0,2888292.626,5004903.0,11632.0,2908.0,0.0,5816.0,0.7991982440000001,80.0,0.0,0.0,2388.004354,5005016,5000053.0,500501.6,94.0,1580981.385,2.197795172,232.0,232.0,2945.0,827.1666667000002,187.0,1056.707796,4963.0,320.0,45.71428571,0.0,120.9486314,1.398596928,0.0,0.0,0.0,0.0,0.0,235.0,29200.0,DoS_GoldenEye,11632.0,0.0,32.0,996.0,3350.734411,11200000.0,1.0,11632.0,4.0,320.0,7.0,0.0,4.0,7.0,11632.0,320.0,0.0,
43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16393.442619999998,57962.0,1.0,0.0,0.0,61,61.0,61.0,61.0,0.0,32786.88525,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16393.442619999998,0.0,0.0,0.0,0.0,0.0,229.0,227.0,BENIGN,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,
1055,1.0,1.0,49.0,49.0,49.0,0.0,6.0,0.0,8.0,64.0,119000000.0,119000000.0,119000000.0,0.0,119000000.0,0.0,0.0,0.0,0.0,0.016804481,80.0,1.0,0.0,0.134435847,119015875,119000000.0,39700000.0,49.0,68700000.0,0.033608962,64.0,64.0,119000000.0,119000000.0,119000000.0,0.0,119000000.0,8.0,8.0,8.0,0.0,0.016804481,1.0,119000000.0,119000000.0,119000000.0,0.0,235.0,229.0,DoS_slowloris,8.0,0.0,32.0,4.8,4.38178046,19.2,0.0,0.0,2.0,16.0,2.0,1.0,2.0,2.0,0.0,16.0,0.0,
921,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13698.63014,22.0,1.0,0.0,0.0,73,73.0,73.0,73.0,0.0,27397.26027,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13698.63014,0.0,0.0,0.0,0.0,0.0,247.0,259.0,SSH-Patator,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,
1116,0.0,0.0,7015200.0,7015200.0,7015200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,63095087,32000000.0,10500000.0,999456.0,11900000.0,0.110943662,280.0,280.0,32000000.0,10500000.0,999456.0,11900000.0,63100000.0,0.0,0.0,0.0,0.0,0.110943662,0.0,32000000.0,18700000.0,8016126.0,12200000.0,-1.0,29200.0,DoS_Slowhttptest,0.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,
1490,1.0,120.0,0.0,0.0,0.0,0.0,1620.38662,3768.3099,4.408339324,66912.0,995232.0,57062.13876,1.0,229801.2555,119000000.0,15928.0,3768.3099,0.0,2374.669707,17.53313767,444.0,0.0,0.0,66173.1305,119259886,995232.0,24478.63013,0.0,153117.4894,40.86034427,89024.0,89024.0,996222.0,42883.79396,0.0,200919.1105,119000000.0,4344.0,4.408339324,0.0,83.39047044,23.327206600000004,0.0,0.0,0.0,0.0,0.0,235.0,235.0,Heartbleed,15928.0,0.0,32.0,1620.054165,2427.873716,5894570.783,0.0,7879536.0,2091.0,12264.0,2782.0,0.0,2091.0,2782.0,7879536.0,12264.0,0.0,
1070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,3002397,2003953.0,1501198.5,998444.0,711002.2324,0.999201638,120.0,120.0,2003953.0,1501198.5,998444.0,711002.2324,3002397.0,0.0,0.0,0.0,0.0,0.999201638,0.0,0.0,0.0,0.0,0.0,-1.0,29200.0,DoS_slowloris,0.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,
947,0.0,6.0,0.0,0.0,0.0,0.0,142.5909091,182.6363636,102.5454545,360.0,2191345.0,235324.9,78.0,687633.4964,2353249.0,976.0,182.6363636,0.0,362.8967547,4.481697765,22.0,1.0,0.0,1278.098717,2454427,2191345.0,116877.4762,47.0,475672.7818,8.96339553,360.0,360.0,2273598.0,245442.7,827.0,712907.8164,2454427.0,640.0,102.5454545,0.0,196.3121818,4.481697765,0.0,0.0,0.0,0.0,0.0,247.0,29200.0,SSH-Patator,976.0,0.0,32.0,136.3913043,282.6058513000001,79866.06719,1.0,2009.0,11.0,1128.0,11.0,0.0,11.0,11.0,2009.0,1128.0,0.0,
868,1.0,0.0,0.0,0.0,0.0,0.0,9.333333332999999,0.0,7.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3676.470588,21.0,0.0,0.0,51470.58824,272,188.0,136.0,84.0,73.53910524,11029.41176,64.0,64.0,272.0,272.0,272.0,0.0,272.0,14.0,7.0,0.0,9.899494937,7352.941176,1.0,0.0,0.0,0.0,0.0,0.0,229.0,FTP_Patator,14.0,0.0,32.0,7.0,8.082903769,65.33333333,0.0,0.0,1.0,14.0,2.0,1.0,1.0,2.0,0.0,14.0,0.0,
480,1.0,6.0,0.0,0.0,0.0,0.0,137.8,6.0,279.85714289999993,160.0,47200000.0,6921524.142999997,714.0,17800000.0,48500000.0,6.0,6.0,6.0,0.0,0.165115411,444.0,1.0,0.0,41.42332869,48450959,47200000.0,3460782.7860000012,42.0,12600000.0,0.309591395,140.0,140.0,1159621.0,201880.0,453.0,469521.0107,1211280.0,963.0,279.85714289999993,6.0,369.46331729999997,0.144475984,1.0,0.0,0.0,0.0,0.0,1452.0,255.0,Infiltration,963.0,6.0,20.0,129.1875,271.30750539999997,73607.7625,0.0,48.0,8.0,1959.0,7.0,1.0,8.0,7.0,48.0,1959.0,0.0,
1021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,3003509,2003969.0,1501754.5,999540.0,710238.5571,0.9988317,120.0,120.0,2003969.0,1501754.5,999540.0,710238.5571,3003509.0,0.0,0.0,0.0,0.0,0.9988317,0.0,0.0,0.0,0.0,0.0,-1.0,29200.0,DoS_slowloris,0.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,
1080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,3001298,2004088.0,1500649.0,997210.0,711970.2616,0.99956752,120.0,120.0,2004088.0,1500649.0,997210.0,711970.2616,3001298.0,0.0,0.0,0.0,0.0,0.99956752,0.0,0.0,0.0,0.0,0.0,-1.0,29200.0,DoS_slowloris,0.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,
744,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14084.50704,80.0,1.0,0.0,0.0,71,71.0,71.0,71.0,0.0,28169.01408,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14084.50704,0.0,0.0,0.0,0.0,0.0,235.0,237.0,Web_Attack_Sql_Injection,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,
1381,0.0,1.0,2028.0,2028.0,2028.0,0.0,439.6666667,881.25,86.4,136.0,6196365.0,3734367.667,1822.0,3286915.05,11200000.0,3525.0,881.25,0.0,1762.5,0.357037372,80.0,0.0,0.0,353.19922,11203309,6196365.0,1400413.625,121.0,2611590.091,0.8033340859999999,168.0,168.0,6197498.0,1549899.0,191.0,3098399.403,6199596.0,432.0,86.4,0.0,193.1962733,0.446296715,0.0,6196365.0,6196365.0,6196365.0,0.0,235.0,29200.0,DoS_GoldenEye,3525.0,0.0,32.0,395.7,1107.874045,1227384.9,1.0,3525.0,4.0,432.0,5.0,0.0,4.0,5.0,3525.0,432.0,0.0,
910,0.0,16.0,0.0,0.0,0.0,0.0,89.67924528,85.78125,95.61904762,1032.0,2418304.0,427408.871,4.0,852190.5282,13200000.0,976.0,85.78125,0.0,220.240592,2.415131706,22.0,1.0,0.0,358.7225312,13249795,2418304.0,254803.75,4.0,687008.5792,4.000061888,680.0,680.0,2465081.0,558035.3,313.0,980325.9852,11200000.0,640.0,95.61904762,0.0,140.0451628,1.584930182,0.0,0.0,0.0,0.0,0.0,247.0,29200.0,SSH-Patator,976.0,0.0,32.0,88.01851852,189.5902723,35944.47135,1.0,2745.0,32.0,2008.0,21.0,0.0,32.0,21.0,2745.0,2008.0,0.0,
333,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,50000.0,2886.0,1.0,0.0,600000.0,20,20.0,20.0,20.0,0.0,100000.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,16393.0,237.0,Bot,6.0,6.0,20.0,6.0,0.0,0.0,0.0,6.0,1.0,6.0,1.0,0.0,1.0,1.0,6.0,6.0,1.0,
123,1.0,4.0,0.0,0.0,0.0,0.0,7.2,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,9.401650742000001,3190929,3182921.0,797732.25,0.0,1590128.85,1.56694179,100.0,100.0,3182921.0,797732.25,0.0,1590128.85,3190929.0,6.0,6.0,6.0,0.0,1.56694179,0.0,0.0,0.0,0.0,0.0,-1.0,256.0,DDoS,6.0,6.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,0.0,0.0,5.0,0.0,30.0,0.0,
284,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,33333.33333,2525.0,1.0,0.0,200000.0,30,30.0,30.0,30.0,0.0,66666.66667,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33333.33333,0.0,0.0,0.0,0.0,0.0,0.0,29200.0,PortScan,6.0,0.0,40.0,2.0,3.464101615,12.0,1.0,6.0,1.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,0.0,
539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.194666678,80.0,0.0,0.0,0.0,5136986,5136102.0,1712328.667,128.0,2965074.7,0.778666712,104.0,104.0,5136102.0,2568493.0,884.0,3631147.471,5136986.0,0.0,0.0,0.0,0.0,0.584000034,0.0,0.0,0.0,0.0,0.0,28960.0,29200.0,Web_Attack_Brute_Force,0.0,0.0,32.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,
1017,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27777.77778,80.0,1.0,0.0,222222.2222,36,36.0,36.0,36.0,0.0,55555.55556,32.0,32.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,27777.77778,1.0,0.0,0.0,0.0,0.0,235.0,229.0,DoS_slowloris,8.0,0.0,32.0,5.333333333,4.618802154,21.33333333,0.0,0.0,1.0,8.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,
822,0.0,6.0,0.0,0.0,0.0,0.0,12.20833333,12.53333333,11.66666667,488.0,3604101.0,665932.9286,3.0,1313042.761,9323061.0,34.0,12.53333333,0.0,14.54975045,1.608895692,21.0,1.0,0.0,31.42709584,9323165,3604101.0,405355.0,3.0,1062635.2140000002,2.574233106,296.0,296.0,2958756.0,709770.125,3.0,1314102.843,5678161.0,29.0,11.66666667,0.0,9.899494937,0.965337415,0.0,0.0,0.0,0.0,0.0,227.0,29200.0,FTP_Patator,34.0,0.0,32.0,11.72,12.73944007,162.2933333,1.0,188.0,15.0,105.0,9.0,0.0,15.0,9.0,188.0,105.0,0.0,
998,0.0,16.0,0.0,0.0,0.0,0.0,95.06,88.5483871,105.6842105,1000.0,2596219.0,418070.8,3.0,826292.4939,12500000.0,976.0,88.5483871,0.0,223.315,2.471652143,22.0,1.0,0.0,378.9600851,12542218,2596219.0,255963.6327,3.0,674387.2964,3.986535715,616.0,616.0,2653469.0,603975.0,502.0,998954.3789,10900000.0,640.0,105.6842105,0.0,143.76719319999995,1.5148835719999998,0.0,0.0,0.0,0.0,0.0,247.0,29200.0,SSH-Patator,976.0,0.0,32.0,93.19607843,193.9302988,37608.96078,1.0,2745.0,31.0,2008.0,19.0,0.0,31.0,19.0,2745.0,2008.0,0.0,
1281,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,2,2.0,2.0,2.0,0.0,1000000.0,64.0,64.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,-1.0,251.0,DoS_Hulk,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,
637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16934801,80.0,0.0,0.0,0.0,5905000,5904324.0,1968333.333,144.0,3408667.912,0.677392041,104.0,104.0,5904324.0,2952500.0,676.0,4174509.535,5905000.0,0.0,0.0,0.0,0.0,0.50804403,0.0,0.0,0.0,0.0,0.0,28960.0,29200.0,Web_Attack_XSS,0.0,0.0,32.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,
111,0.0,2.0,0.0,0.0,0.0,0.0,1454.125,2321.4,8.666666667000001,112.0,816635.0,204432.75,4.0,408135.0151,817731.0,7215.0,2321.4,0.0,3327.7697940000007,6.11413625,80.0,1.0,0.0,14225.1494,817777,816635.0,116825.2857,4.0,308587.1633,9.782618,72.0,72.0,731.0,430.5,130.0,424.9711755,861.0,20.0,8.666666667000001,0.0,10.26320288,3.66848175,0.0,0.0,0.0,0.0,0.0,229.0,8192.0,DDoS,7215.0,0.0,20.0,1292.555556,2650.585648,7025604.278,1.0,11607.0,5.0,26.0,3.0,0.0,5.0,3.0,11607.0,26.0,0.0,
6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12195.12195,50732.0,1.0,0.0,0.0,82,82.0,82.0,82.0,0.0,24390.2439,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12195.12195,0.0,0.0,0.0,0.0,0.0,65535.0,175.0,BENIGN,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,
